,SMSCG,NDOI,Tide
12/28/1951,1,57161.71749,9.000499725
12/29/1951,1,58966.95274,8.952400208
12/30/1951,1,60754.666,8.404800415
12/31/1951,1,62515.2986,7.389400005
1/1/1952,1,64239.29187,6.015600204
1/2/1952,1,65917.08717,5.267099857
1/3/1952,1,67539.12581,4.631999969
1/4/1952,1,69095.84915,4.677700043
1/5/1952,1,70577.69851,5.31829977
1/6/1952,1,71975.11525,5.832600117
1/7/1952,1,73278.54069,6.182600021
1/8/1952,1,74478.41617,6.47510004
1/9/1952,1,75565.18303,6.720000267
1/10/1952,1,76529.28262,6.78219986
1/11/1952,1,77361.15626,6.826900005
1/12/1952,1,78051.2453,6.745899677
1/13/1952,1,78589.99107,6.436900139
1/14/1952,1,78967.83492,6.049499989
1/15/1952,1,79175.21818,5.362500191
1/16/1952,1,79225.77088,4.531700134
1/17/1952,1,79252.64994,4.190599918
1/18/1952,1,79278.64299,3.754400253
1/19/1952,1,79303.7471,3.774000168
1/20/1952,1,79327.95937,4.543300152
1/21/1952,1,79351.27686,5.40929985
1/22/1952,1,79373.69667,6.33920002
1/23/1952,1,79395.21587,7.261899948
1/24/1952,1,79415.83155,8.040800095
1/25/1952,1,79435.54079,8.582099915
1/26/1952,1,79454.34067,8.796599388
1/27/1952,1,79472.22827,8.488499641
1/28/1952,1,79489.20067,7.626699924
1/29/1952,1,79505.25497,6.503000259
1/30/1952,1,79520.38822,5.462100029
1/31/1952,1,79534.59753,4.741399765
2/1/1952,1,79547.87997,4.761600018
2/2/1952,1,79560.23262,4.965600014
2/3/1952,1,79571.65257,5.130099773
2/4/1952,1,79582.1369,5.339299679
2/5/1952,1,79591.68268,5.561600208
2/6/1952,1,79600.28701,5.859300137
2/7/1952,1,79607.94696,6.093100071
2/8/1952,1,79614.65961,6.261399746
2/9/1952,1,79620.42205,6.395799637
2/10/1952,1,79625.23136,6.215299606
2/11/1952,1,79629.08462,5.939400196
2/12/1952,1,79631.97891,5.427999973
2/13/1952,1,79633.91131,4.619400024
2/14/1952,1,79634.87891,4.289999962
2/15/1952,1,79617.94084,4.033500195
2/16/1952,1,79484.91775,4.335300446
2/17/1952,1,79227.68866,4.72179985
2/18/1952,1,78855.45401,5.113199711
2/19/1952,1,78377.41425,5.60890007
2/20/1952,1,77802.76982,6.256500244
2/21/1952,1,77140.72118,6.922100067
2/22/1952,1,76400.46875,7.514500141
2/23/1952,1,75591.21299,7.821899891
2/24/1952,1,74722.15434,7.68239975
2/25/1952,1,73802.49325,7.121799946
2/26/1952,1,72841.43016,6.2572999
2/27/1952,1,71848.16551,5.364500046
2/28/1952,1,70831.89975,5.396000385
2/29/1952,1,69801.83332,5.498099804
3/1/1952,1,68767.16668,5.265899658
3/2/1952,1,67737.10025,5.008000374
3/3/1952,1,66720.83449,4.811900139
3/4/1952,1,65727.56984,4.72630024
3/5/1952,1,64766.50675,4.807300091
3/6/1952,1,63846.84566,4.999799728
3/7/1952,1,62977.78701,5.291399956
3/8/1952,1,62168.53125,5.470499992
3/9/1952,1,61428.27882,5.454800129
3/10/1952,1,60766.23018,5.19960022
3/11/1952,1,60191.58575,4.879600048
3/12/1952,1,59713.54599,4.6177001
3/13/1952,1,59341.31134,4.783799648
3/14/1952,1,59084.08225,5.070199966
3/15/1952,1,58951.05916,5.397199631
3/16/1952,1,58941.12099,5.519199848
3/17/1952,1,58996.6726,5.523900032
3/18/1952,1,59104.15631,5.566500187
3/19/1952,1,59259.79524,5.686100006
3/20/1952,1,59459.81251,5.951600075
3/21/1952,1,59700.43124,6.252099991
3/22/1952,1,59977.87455,6.393699646
3/23/1952,1,60288.36556,6.233199596
3/24/1952,1,60628.12739,5.920700073
3/25/1952,1,60993.38316,5.550300121
3/26/1952,1,61380.35599,6.033499718
3/27/1952,1,61785.269,6.256000042
3/28/1952,1,62204.34532,6.317099571
3/29/1952,1,62633.80805,6.144600391
3/30/1952,1,63069.88032,5.639700413
3/31/1952,1,63508.78525,5.094400406
4/1/1952,1,63946.74596,4.614799976
4/2/1952,1,64379.98557,4.276000023
4/3/1952,1,64804.7272,4.131099701
4/4/1952,1,65217.19397,4.17840004
4/5/1952,1,65613.609,4.245399952
4/6/1952,1,65990.19541,4.394899845
4/7/1952,1,66343.17632,4.394900322
4/8/1952,1,66668.77485,4.387399673
4/9/1952,1,66963.21412,5.107899666
4/10/1952,1,67222.71725,5.804700375
4/11/1952,1,67443.50736,6.298099995
4/12/1952,1,67621.80757,6.519299984
4/13/1952,1,67753.841,6.594099998
4/14/1952,1,67835.83077,6.585700035
4/15/1952,1,67864,6.304599762
4/16/1952,1,67860.11157,5.937200069
4/17/1952,1,67848.53348,5.581600189
4/18/1952,1,67829.39652,5.262800217
4/19/1952,1,67802.83149,5.273300171
4/20/1952,1,67768.96917,5.40719986
4/21/1952,1,67727.94036,5.296999931
4/22/1952,1,67679.87585,5.90569973
4/23/1952,1,67624.90644,6.503100395
4/24/1952,1,67563.16291,6.911000252
4/25/1952,1,67494.77607,6.950099945
4/26/1952,1,67419.8767,6.636600018
4/27/1952,1,67338.59559,6.360799789
4/28/1952,1,67251.06354,5.948099613
4/29/1952,1,67157.41134,5.296599865
4/30/1952,1,67057.76979,4.666699886
5/1/1952,1,66952.26967,4.122700214
5/2/1952,1,66841.04179,3.94630003
5/3/1952,1,66724.21692,3.993700027
5/4/1952,1,66601.92587,4.002500057
5/5/1952,1,66474.29943,4.053100109
5/6/1952,1,66341.46839,4.659600258
5/7/1952,1,66203.56354,5.492100239
5/8/1952,1,66060.71567,6.431799889
5/9/1952,1,65913.05559,7.063400269
5/10/1952,1,65760.71407,7.453100204
5/11/1952,1,65603.82192,7.671899796
5/12/1952,1,65442.50993,7.404900074
5/13/1952,1,65276.90888,7.397299767
5/14/1952,1,65107.14958,6.842000008
5/15/1952,1,64933.36281,6.117099762
5/16/1952,1,64745.14368,5.445199966
5/17/1952,1,64480.96745,5.363900185
5/18/1952,1,64134.41243,5.14989996
5/19/1952,1,63709.76578,5.184599876
5/20/1952,1,63211.31469,6.102900028
5/21/1952,1,62643.34631,6.650499821
5/22/1952,1,62010.14783,7.118499756
5/23/1952,1,61316.00641,7.242100239
5/24/1952,1,60565.20924,7.117000103
5/25/1952,1,59762.04347,6.819399834
5/26/1952,1,58910.79628,6.347700119
5/27/1952,1,58015.75485,6.082700253
5/28/1952,1,57081.20634,5.520999908
5/29/1952,1,56111.43793,4.882999897
5/30/1952,1,55110.7368,4.281099796
5/31/1952,1,54083.3901,4.109700203
6/1/1952,1,53033.68502,3.935899734
6/2/1952,1,51965.90873,3.829900265
6/3/1952,1,50884.3484,4.471700191
6/4/1952,1,49793.29121,5.470399857
6/5/1952,1,48697.02431,6.49600029
6/6/1952,1,47599.83489,7.28180027
6/7/1952,1,46506.01013,7.931900024
6/8/1952,1,45419.83718,8.364099503
6/9/1952,1,44345.60322,8.40819931
6/10/1952,1,43287.59543,7.934400082
6/11/1952,1,42250.10098,7.808400154
6/12/1952,1,41237.40704,6.893899918
6/13/1952,1,40253.80078,5.934100151
6/14/1952,1,39303.56938,5.551000118
6/15/1952,1,38391,5.148099899
6/16/1952,1,37474.23046,5.205199718
6/17/1952,1,36511.73952,5.940400124
6/18/1952,1,35508.32581,6.511499882
6/19/1952,1,34468.78793,6.911099911
6/20/1952,1,33397.92451,7.122300148
6/21/1952,1,32300.53416,7.158200264
6/22/1952,1,31181.41549,7.005599976
6/23/1952,1,30045.36712,6.751100063
6/24/1952,1,28897.18766,6.376899719
6/25/1952,1,27741.67574,6.024799824
6/26/1952,1,26583.62996,5.595499992
6/27/1952,1,25427.84895,4.779699802
6/28/1952,1,24279.13131,4.433000088
6/29/1952,1,23142.27566,4.106999874
6/30/1952,1,22022.08062,3.828500271
7/1/1952,1,20923.34481,4.566599846
7/2/1952,1,19850.86683,5.046899796
7/3/1952,1,18809.44531,5.988199711
7/4/1952,1,17803.87886,6.954000473
7/5/1952,1,16838.96609,7.78799963
7/6/1952,1,15919.50563,8.448400497
7/7/1952,1,15050.29608,8.751000404
7/8/1952,1,14236.13606,8.58619976
7/9/1952,1,13481.82419,7.846500397
7/10/1952,1,12792.15908,7.562000275
7/11/1952,1,12171.93935,6.408400059
7/12/1952,1,11625.96362,5.824699879
7/13/1952,1,11159.03049,5.125699997
7/14/1952,1,10775.93859,5.485199928
7/15/1952,1,10481.48652,5.548799992
7/16/1952,1,10268.91491,6.009699821
7/17/1952,1,10071.93148,6.358999729
7/18/1952,1,9879.323011,6.607500076
7/19/1952,1,9691.240626,6.754499912
7/20/1952,1,9507.835454,6.790699959
7/21/1952,1,9329.258624,6.720499992
7/22/1952,1,9155.661265,6.453800201
7/23/1952,1,8987.194506,6.102799892
7/24/1952,1,8824.009476,5.529000282
7/25/1952,1,8666.257304,5.16960001
7/26/1952,1,8514.089118,4.547899723
7/27/1952,1,8367.656047,4.256000042
7/28/1952,1,8227.109221,3.820000172
7/29/1952,1,8092.599768,4.365799904
7/30/1952,1,7964.278816,5.070399761
7/31/1952,1,7842.297496,5.452300072
8/1/1952,1,7726.806935,6.178500175
8/2/1952,1,7617.958263,7.085499763
8/3/1952,1,7515.902608,7.876900196
8/4/1952,1,7420.791099,8.367400169
8/5/1952,1,7332.774866,8.397199631
8/6/1952,1,7252.005036,7.927900314
8/7/1952,1,7178.632739,7.094099998
8/8/1952,1,7112.809104,6.582800388
8/9/1952,1,7054.685259,5.711700439
8/10/1952,1,7004.412334,5.320800304
8/11/1952,1,6962.141457,5.465600014
8/12/1952,1,6928.023757,5.538299561
8/13/1952,1,6902.210363,5.375
8/14/1952,1,6884.852404,5.564500332
8/15/1952,1,6876.101009,5.754099846
8/16/1952,1,6878.143444,5.9708004
8/17/1952,1,6902.665778,6.111599922
8/18/1952,1,6950.112675,6.215600014
8/19/1952,1,7018.816892,5.995200157
8/20/1952,1,7107.11119,5.8125
8/21/1952,1,7213.328327,5.273200035
8/22/1952,1,7335.801063,4.777299881
8/23/1952,1,7472.862156,4.490600109
8/24/1952,1,7622.844366,4.161000252
8/25/1952,1,7784.080452,4.372200012
8/26/1952,1,7954.903173,4.583100319
8/27/1952,1,8133.645287,4.836700439
8/28/1952,1,8318.639556,5.287699699
8/29/1952,1,8508.218736,5.636799812
8/30/1952,1,8700.715589,6.138499737
8/31/1952,1,8894.462871,6.841099739
9/1/1952,1,9087.793344,7.345699787
9/2/1952,1,9279.039765,7.463500023
9/3/1952,1,9466.534895,7.275900364
9/4/1952,1,9648.611492,6.653900146
9/5/1952,1,9823.602315,6.020100117
9/6/1952,1,9989.840123,6.031399727
9/7/1952,1,10145.65768,6.040999889
9/8/1952,1,10289.38773,5.928999901
9/9/1952,1,10419.36305,5.588500023
9/10/1952,1,10533.91639,5.217499733
9/11/1952,1,10631.38052,4.981900215
9/12/1952,1,10710.08818,4.872799873
9/13/1952,1,10768.37214,4.981400013
9/14/1952,1,10804.56516,5.170100212
9/15/1952,1,10817,5.279900074
9/16/1952,1,10808.19132,5.167000294
9/17/1952,1,10782.45346,5.043799877
9/18/1952,1,10740.81868,4.671099663
9/19/1952,1,10684.31924,4.492699623
9/20/1952,1,10613.98739,4.851500034
9/21/1952,1,10530.85539,5.171600342
9/22/1952,1,10435.95551,5.404099941
9/23/1952,1,10330.31999,5.46819973
9/24/1952,1,10214.98111,5.441400051
9/25/1952,1,10090.97111,5.400300026
9/26/1952,1,9959.32226,5.460199833
9/27/1952,1,9821.066816,5.64109993
9/28/1952,1,9677.237036,5.700399876
9/29/1952,1,9528.865179,6.026299953
9/30/1952,1,9376.983504,6.191500187
10/1/1952,1,9222.624269,6.051400185
10/2/1952,1,9066.819733,5.802400112
10/3/1952,1,8910.602155,6.479099751
10/4/1952,1,8755.003794,6.83370018
10/5/1952,1,8601.056908,6.979200363
10/6/1952,1,8449.793755,6.700799942
10/7/1952,1,8302.246596,6.184800148
10/8/1952,1,8159.447688,5.548399925
10/9/1952,1,8022.429289,4.924799919
10/10/1952,1,7892.22366,4.463999748
10/11/1952,1,7769.863058,4.141200066
10/12/1952,1,7656.379742,4.156499863
10/13/1952,1,7552.805971,4.230499744
10/14/1952,1,7460.174004,4.351299763
10/15/1952,1,7379.516098,4.278599739
10/16/1952,1,7310.081938,4.497600079
10/17/1952,1,7241.890486,5.174000263
10/18/1952,1,7173.379163,5.716099739
10/19/1952,1,7104.732651,6.212200165
10/20/1952,1,7036.135629,6.483299732
10/21/1952,1,6967.77278,6.608099937
10/22/1952,1,6899.828785,6.450700283
10/23/1952,1,6832.488325,6.169500351
10/24/1952,1,6765.93608,5.855799675
10/25/1952,1,6700.356733,5.524800301
10/26/1952,1,6635.934964,5.231800079
10/27/1952,1,6572.855454,4.866499901
10/28/1952,1,6511.302885,5.376299858
10/29/1952,1,6451.461938,5.351700306
10/30/1952,1,6393.517294,6.075900078
10/31/1952,1,6337.653633,6.923400402
11/1/1952,1,6284.055638,7.470000267
11/2/1952,1,6232.90799,7.608599663
11/3/1952,1,6184.395368,7.455699921
11/4/1952,1,6138.702456,7.072999954
11/5/1952,1,6096.013933,6.392099857
11/6/1952,1,6056.514481,5.609899998
11/7/1952,1,6020.388782,4.869599819
11/8/1952,1,5987.821516,4.157299995
11/9/1952,1,5958.997364,3.892300129
11/10/1952,1,5934.101007,3.855099916
11/11/1952,1,5913.317128,3.898099899
11/12/1952,1,5896.830406,4.003200054
11/13/1952,1,5884.825523,4.590799809
11/14/1952,1,5877.487161,5.443999767
11/15/1952,1,5875,6.215799809
11/16/1952,1,5926.462421,6.803100109
11/17/1952,1,6078.078507,7.32159996
11/18/1952,1,6325.691494,7.610300064
11/19/1952,1,6665.144615,7.546999931
11/20/1952,1,7092.281108,7.280900002
11/21/1952,1,7602.944205,6.835600376
11/22/1952,1,8192.977143,6.132099628
11/23/1952,1,8858.223157,5.245699883
11/24/1952,1,9594.525482,5.009999752
11/25/1952,1,10397.72735,4.782700062
11/26/1952,1,11263.672,4.993500233
11/27/1952,1,12188.20267,6.066500187
11/28/1952,1,13167.16259,6.894499779
11/29/1952,1,14196.39499,7.548899651
11/30/1952,1,15271.74311,7.760700226
12/1/1952,1,16389.05019,7.745600224
12/2/1952,1,17544.15946,7.556000233
12/3/1952,1,18732.91416,7.031499863
12/4/1952,1,19951.15752,6.436600208
12/5/1952,1,21194.73278,5.767399788
12/6/1952,1,22459.48316,4.916999817
12/7/1952,1,23741.25191,4.109200001
12/8/1952,1,25035.88227,3.860799789
12/9/1952,1,26339.21746,3.569099903
12/10/1952,1,27647.10072,3.341700077
12/11/1952,1,28955.37529,4.190799713
12/12/1952,1,30259.8844,5.091400146
12/13/1952,1,31556.47128,6.022399902
12/14/1952,1,32840.97918,6.752599716
12/15/1952,1,34109.25132,7.530900002
12/16/1952,1,35384.02839,8.090100288
12/17/1952,1,36818.41636,8.289600372
12/18/1952,1,38424.62224,8.19560051
12/19/1952,1,40187.49765,7.858099937
12/20/1952,1,42091.89416,7.07460022
12/21/1952,1,44122.66337,5.922699928
12/22/1952,1,46264.65688,5.241699696
12/23/1952,1,48502.72628,4.802499771
12/24/1952,1,50821.72316,4.889100075
12/25/1952,1,53206.49912,5.75039959
12/26/1952,1,55641.90574,6.53219986
12/27/1952,1,58112.79463,7.088600159
12/28/1952,1,60604.01738,7.368099689
12/29/1952,1,63100.42558,7.431699753
12/30/1952,1,65586.87082,7.473399639
12/31/1952,1,68048.2047,7.217099667
1/1/1953,1,70469.27881,6.819599628
1/2/1953,1,72834.94474,6.338200092
1/3/1953,1,75130.0541,5.551599979
1/4/1953,1,77339.45846,4.747200012
1/5/1953,1,79448.00944,4.118900299
1/6/1953,1,81440.55861,3.755300045
1/7/1953,1,83301.95757,3.292500019
1/8/1953,1,85017.05793,3.710900307
1/9/1953,1,86570.71126,4.429699898
1/10/1953,1,87947.76916,5.240499973
1/11/1953,1,89133.08324,6.109300137
1/12/1953,1,90111.50507,7.028199673
1/13/1953,1,90867.88626,7.811400414
1/14/1953,1,91387.0784,8.299799919
1/15/1953,1,91653.93308,8.447899818
1/16/1953,1,91630.55733,8.325799942
1/17/1953,1,91182.62507,7.641999722
1/18/1953,1,90316.42819,6.480400085
1/19/1953,1,89062.92426,5.558900356
1/20/1953,1,87453.07084,5.003399849
1/21/1953,1,85517.82548,5.047699928
1/22/1953,1,83288.14573,5.51060009
1/23/1953,1,80794.98915,5.919800282
1/24/1953,1,78069.3133,6.255099773
1/25/1953,1,75142.07573,6.512300014
1/26/1953,1,72044.23401,6.701099873
1/27/1953,1,68806.74567,6.842399597
1/28/1953,1,65460.56829,6.829900265
1/29/1953,1,62036.65942,6.549900055
1/30/1953,1,58565.9766,6.281700134
1/31/1953,1,55079.47741,5.714600086
2/1/1953,1,51608.11939,4.974200249
2/2/1953,1,48182.8601,4.358999729
2/3/1953,1,44834.6571,3.951099873
2/4/1953,1,41594.46794,3.494599819
2/5/1953,1,38493.25018,3.806200027
2/6/1953,1,35561.96138,4.143600464
2/7/1953,1,32831.55908,4.601099968
2/8/1953,1,30333.00085,5.242400169
2/9/1953,1,28097.24425,6.036399841
2/10/1953,1,26155.24682,6.851699829
2/11/1953,1,24537.96612,7.486899853
2/12/1953,1,23276.35972,7.892799854
2/13/1953,1,22401.38516,7.949999809
2/14/1953,1,21944,7.445800304
2/15/1953,1,21709.13884,6.584500313
2/16/1953,1,21481.15602,5.720399857
2/17/1953,1,21260.13871,5.515099525
2/18/1953,1,21046.17409,5.714600086
2/19/1953,1,20839.34933,5.779999733
2/20/1953,1,20639.75161,5.677000046
2/21/1953,1,20447.4681,5.566100121
2/22/1953,1,20262.58598,5.584699631
2/23/1953,1,20085.19242,5.664800167
2/24/1953,1,19915.3746,5.842999935
2/25/1953,1,19753.21969,5.923500061
2/26/1953,1,19598.81487,5.815600395
2/27/1953,1,19452.24731,5.589099884
2/28/1953,1,19313.60418,5.224300385
3/1/1953,1,19182.97267,4.614799976
3/2/1953,1,19060.43994,4.277700424
3/3/1953,1,18946.09317,4.161399841
3/4/1953,1,18840.01954,4.475300312
3/5/1953,1,18742.30622,4.590300083
3/6/1953,1,18653.04038,4.68200016
3/7/1953,1,18572.3092,4.729299545
3/8/1953,1,18500.19986,4.879499912
3/9/1953,1,18436.79953,5.227600098
3/10/1953,1,18382.19538,5.750699997
3/11/1953,1,18336.4746,6.31430006
3/12/1953,1,18299.72434,6.722500324
3/13/1953,1,18272.0318,6.790699959
3/14/1953,1,18253.48414,6.460900307
3/15/1953,1,18244.16854,6.077799797
3/16/1953,1,18246.65358,6.205699921
3/17/1953,1,18275.21401,6.377200127
3/18/1953,1,18330.62724,6.752300262
3/19/1953,1,18411.11139,6.516499996
3/20/1953,1,18514.88457,6.056300163
3/21/1953,1,18640.16492,5.546299934
3/22/1953,1,18785.17053,5.093900204
3/23/1953,1,18948.11955,4.795899868
3/24/1953,1,19127.23008,4.735799789
3/25/1953,1,19320.72025,4.695699692
3/26/1953,1,19526.80817,4.692500114
3/27/1953,1,19743.71197,4.461099625
3/28/1953,1,19969.64977,4.434299946
3/29/1953,1,20202.83968,4.290999889
3/30/1953,1,20441.49982,4.783499718
3/31/1953,1,20683.84833,5.197700024
4/1/1953,1,20928.1033,5.483399868
4/2/1953,1,21172.48288,5.487000465
4/3/1953,1,21415.20516,5.583499908
4/4/1953,1,21654.48829,5.46600008
4/5/1953,1,21888.55036,5.3270998
4/6/1953,1,22115.60951,5.248600006
4/7/1953,1,22333.88386,5.228899956
4/8/1953,1,22541.59152,5.322400093
4/9/1953,1,22736.95061,5.372200012
4/10/1953,1,22918.17926,5.421499729
4/11/1953,1,23083.49558,5.634300232
4/12/1953,1,23231.1177,6.009799957
4/13/1953,1,23359.26372,6.917899609
4/14/1953,1,23466.15179,7.38929987
4/15/1953,1,23550,7.53000021
4/16/1953,1,23621.45438,7.305799961
4/17/1953,1,23692.26878,6.981900215
4/18/1953,1,23762.32306,6.23239994
4/19/1953,1,23831.49707,5.422999859
4/20/1953,1,23899.67069,4.711699963
4/21/1953,1,23966.72377,4.231400013
4/22/1953,1,24032.53618,4.21239996
4/23/1953,1,24096.98778,4.132200241
4/24/1953,1,24159.95843,4.098700047
4/25/1953,1,24221.328,4.053100109
4/26/1953,1,24280.97634,4.765900135
4/27/1953,1,24338.78332,5.39440012
4/28/1953,1,24394.6288,5.892700195
4/29/1953,1,24448.39265,6.293100357
4/30/1953,1,24499.95472,6.50150013
5/1/1953,1,24549.19489,6.470799923
5/2/1953,1,24595.993,6.424499989
5/3/1953,1,24640.22893,6.340000153
5/4/1953,1,24681.78253,5.999400139
5/5/1953,1,24720.53368,5.560899734
5/6/1953,1,24756.36222,5.058400154
5/7/1953,1,24789.14803,5.125499725
5/8/1953,1,24818.77097,5.208599567
5/9/1953,1,24845.11089,5.094600201
5/10/1953,1,24868.04767,6.27820015
5/11/1953,1,24887.46116,7.173299789
5/12/1953,1,24903.23122,7.700799942
5/13/1953,1,24915.23772,8.017000198
5/14/1953,1,24923.36053,7.844799995
5/15/1953,1,24927.4795,7.285200119
5/16/1953,1,24927.32003,6.947299957
5/17/1953,1,24921.91974,6.204899788
5/18/1953,1,24911.21995,5.375100136
5/19/1953,1,24895.32581,4.531599998
5/20/1953,1,24874.3425,4.240499973
5/21/1953,1,24848.37518,4.049299717
5/22/1953,1,24817.52902,3.779500008
5/23/1953,1,24781.90919,4.054299831
5/24/1953,1,24741.62084,4.739500046
5/25/1953,1,24696.76915,5.552499771
5/26/1953,1,24647.45928,6.147500038
5/27/1953,1,24593.7964,6.715900421
5/28/1953,1,24535.88567,7.124899864
5/29/1953,1,24473.83226,7.29309988
5/30/1953,1,24407.74134,7.311100006
5/31/1953,1,24337.71807,7.08949995
6/1/1953,1,24263.86761,6.980899811
6/2/1953,1,24186.29514,6.330299854
6/3/1953,1,24105.10582,5.542200089
6/4/1953,1,24020.40481,5.360599995
6/5/1953,1,23932.29729,5.096000195
6/6/1953,1,23840.88841,5.143599987
6/7/1953,1,23746.28334,6.195300102
6/8/1953,1,23648.58725,7.001700401
6/9/1953,1,23547.90531,7.59499979
6/10/1953,1,23444.34268,7.95690012
6/11/1953,1,23338.00453,7.961800098
6/12/1953,1,23228.99602,7.637199879
6/13/1953,1,23117.42231,7.124300003
6/14/1953,1,23003.38859,6.69080019
6/15/1953,1,22887,6.143000126
6/16/1953,1,22734.61193,5.166200161
6/17/1953,1,22515.61413,4.581799984
6/18/1953,1,22234.66329,4.208199978
6/19/1953,1,21896.41612,3.816100121
6/20/1953,1,21505.52934,3.912000179
6/21/1953,1,21066.65964,4.423900127
6/22/1953,1,20584.46374,5.174900055
6/23/1953,1,20063.59834,5.9302001
6/24/1953,1,19508.72015,6.62169981
6/25/1953,1,18924.48588,7.243800163
6/26/1953,1,18315.55223,7.664700031
6/27/1953,1,17686.57591,7.871700287
6/28/1953,1,17042.21363,7.844499588
6/29/1953,1,16387.1221,7.371700287
6/30/1953,1,15725.95801,7.052800179
7/1/1953,1,15063.37809,6.113899708
7/2/1953,1,14404.03903,5.736700058
7/3/1953,1,13752.59754,5.294100285
7/4/1953,1,13113.71033,5.680900097
7/5/1953,1,12492.03411,5.855500221
7/6/1953,1,11892.22559,6.564599991
7/7/1953,1,11318.94146,7.112100124
7/8/1953,1,10776.83844,7.449399948
7/9/1953,1,10270.57324,7.599499702
7/10/1953,1,9804.802561,7.456099987
7/11/1953,1,9384.18311,7.154699802
7/12/1953,1,9013.371595,6.734399796
7/13/1953,1,8697.024724,6.075200081
7/14/1953,1,8439.799203,5.651800156
7/15/1953,1,8246.351739,4.803800106
7/16/1953,1,8112.682012,4.337900162
7/17/1953,1,7989.801241,3.946800232
7/18/1953,1,7869.356171,3.770899773
7/19/1953,1,7751.461319,4.334199905
7/20/1953,1,7636.2312,4.664099693
7/21/1953,1,7523.780332,5.226799965
7/22/1953,1,7414.223229,6.008999825
7/23/1953,1,7307.674408,6.759200096
7/24/1953,1,7204.248386,7.415599823
7/25/1953,1,7104.059678,7.855700016
7/26/1953,1,7007.2228,8.029999733
7/27/1953,1,6913.852268,7.701200008
7/28/1953,1,6824.062599,6.929699898
7/29/1953,1,6737.968308,6.544599533
7/30/1953,1,6655.683912,5.873600006
7/31/1953,1,6577.323926,5.257599831
8/1/1953,1,6503.002868,5.730799675
8/2/1953,1,6432.835252,6.08589983
8/3/1953,1,6366.935595,6.014400005
8/4/1953,1,6305.418413,6.39139986
8/5/1953,1,6248.398221,6.668400288
8/6/1953,1,6195.989537,6.862699986
8/7/1953,1,6148.306877,6.868700027
8/8/1953,1,6105.464755,6.652099609
8/9/1953,1,6067.577689,6.424399853
8/10/1953,1,6034.760194,5.845099926
8/11/1953,1,6007.126787,5.21089983
8/12/1953,1,5984.791984,4.693999767
8/13/1953,1,5967.8703,4.38049984
8/14/1953,1,5956.476251,3.867600203
8/15/1953,1,5950.724355,3.938300133
8/16/1953,1,5953.373899,4.079400063
8/17/1953,1,5979.69404,4.448500156
8/18/1953,1,6030.619413,4.852900028
8/19/1953,1,6104.360546,5.148300171
8/20/1953,1,6199.127967,5.874800205
8/21/1953,1,6313.132205,6.57529974
8/22/1953,1,6444.583789,7.209499836
8/23/1953,1,6591.693247,7.503799915
8/24/1953,1,6752.671109,7.309899807
8/25/1953,1,6925.727902,6.826199532
8/26/1953,1,7109.074156,6.170899868
8/27/1953,1,7300.920399,5.83619976
8/28/1953,1,7499.477159,6.131700039
8/29/1953,1,7702.954965,6.107699871
8/30/1953,1,7909.564347,5.966199875
8/31/1953,1,8117.515832,5.863399982
9/1/1953,1,8325.019949,5.580299854
9/2/1953,1,8530.287227,5.796500206
9/3/1953,1,8731.528194,5.892000198
9/4/1953,1,8926.953379,5.916199684
9/5/1953,1,9114.773311,5.76210022
9/6/1953,1,9293.198519,5.641400337
9/7/1953,1,9460.43953,5.200099945
9/8/1953,1,9614.706874,4.73390007
9/9/1953,1,9754.211079,4.446400166
9/10/1953,1,9877.162674,4.412499905
9/11/1953,1,9981.772188,4.65749979
9/12/1953,1,10066.25015,4.675600052
9/13/1953,1,10128.80709,4.631099701
9/14/1953,1,10167.65353,4.561800003
9/15/1953,1,10181,4.640899658
9/16/1953,1,10174.96329,4.925499916
9/17/1953,1,10157.32654,5.136500359
9/18/1953,1,10128.79981,5.601399899
9/19/1953,1,10090.09317,6.097099781
9/20/1953,1,10041.91669,6.349799633
9/21/1953,1,9984.980431,6.36070013
9/22/1953,1,9919.994458,6.04129982
9/23/1953,1,9847.668838,6.322999954
9/24/1953,1,9768.713638,6.96420002
9/25/1953,1,9683.838923,7.136499882
9/26/1953,1,9593.75476,7.061399937
9/27/1953,1,9499.171213,6.629700184
9/28/1953,1,9400.798349,6.036499977
9/29/1953,1,9299.346234,5.472800255
9/30/1953,1,9195.524934,5.062300205
10/1/1953,1,9090.044515,4.866000175
10/2/1953,1,8983.615042,4.80369997
10/3/1953,1,8876.946581,4.729199886
10/4/1953,1,8770.749199,4.648600101
10/5/1953,1,8665.732961,4.555300236
10/6/1953,1,8562.607933,4.553100109
10/7/1953,1,8462.084181,5.04679966
10/8/1953,1,8364.871772,5.364300251
10/9/1953,1,8271.68077,5.571899891
10/10/1953,1,8183.221242,5.653399944
10/11/1953,1,8100.203253,5.565499783
10/12/1953,1,8023.33687,5.446400166
10/13/1953,1,7953.332159,5.228299618
10/14/1953,1,7890.899185,5.045700073
10/15/1953,1,7836.748014,4.962300301
10/16/1953,1,7790.728299,4.953900337
10/17/1953,1,7748.05729,4.855800152
10/18/1953,1,7707.740427,5.091300011
10/19/1953,1,7669.606861,5.370100021
10/20/1953,1,7633.485742,5.88380003
10/21/1953,1,7599.206219,7.019500256
10/22/1953,1,7566.597441,7.689099789
10/23/1953,1,7535.48856,8.097900391
10/24/1953,1,7505.708723,7.977499962
